seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr5	149546109	149546201	93	*	X10900	1044	149546344	149564121	17778	+	142	upstream	142	CDX1
chr5	151304990	151305124	135	*	X10909	2741	151202074	151304397	102324	-	592	upstream	592	GLRA1
chr5	151306023	151306142	120	*	X10910	2741	151202074	151304397	102324	-	1625	upstream	1625	GLRA1
chr5	153858112	153858116	5	*	X10915	9421	153854532	153857824	3293	-	287	upstream	287	HAND1
chr5	156886772	156886891	120	*	X10923	348938	156887027	156901730	14704	+	135	upstream	135	NIPAL4
chr5	156887039	156887143	105	*	X10924	348938	156887027	156901730	14704	+	0	inside	11	NIPAL4
chr5	157098181	157098285	105	*	X10927	100190949	157098561	157107162	8602	+	275	upstream	275	C5orf52
chr5	157098181	157098285	105	*	X10927	11063	157052687	157098488	45802	-	0	inside	202	SOX30
chr5	159342655	159342744	90	*	X10935	147	159343740	159400017	56278	+	995	upstream	995	ADRA1B
chr5	159343603	159343644	42	*	X10936	147	159343740	159400017	56278	+	95	upstream	95	ADRA1B
chr5	159797357	159797476	120	*	X10940	114898	159774775	159797648	22874	-	0	inside	171	C1QTNF2
chr5	160974552	160974866	315	*	X10944	2561	160715436	160975130	259695	-	0	inside	263	GABRB2
chr5	160975212	160975316	105	*	X10945	2561	160715436	160975130	259695	-	81	upstream	81	GABRB2
chr5	160975367	160975486	120	*	X10946	2561	160715436	160975130	259695	-	236	upstream	236	GABRB2
chr5	160976112	160976201	90	*	X10947	2561	160715436	160975130	259695	-	981	upstream	981	GABRB2
chr5	160976502	160976636	135	*	X10948	2561	160715436	160975130	259695	-	1371	upstream	1371	GABRB2
chr5	169064114	169064237	124	*	X10955	1794	169064251	169510386	446136	+	13	upstream	13	DOCK2
chr5	172662574	172662678	105	*	X10974	1482	172659107	172662315	3209	-	258	upstream	258	NKX2-5
chr5	172663624	172663713	90	*	X10975	1482	172659107	172662315	3209	-	1308	upstream	1308	NKX2-5
chr5	174150493	174150597	105	*	X10987	4488	174151575	174157902	6328	+	977	upstream	977	MSX2
chr5	174150606	174150725	120	*	X10988	4488	174151575	174157902	6328	+	849	upstream	849	MSX2
chr5	174177618	174177722	105	*	X10993	100616202	174178737	174178790	54	+	1014	upstream	1014	MIR4634
chr5	175626500	175626604	105	*	X11008	643201	175570088	175626298	56211	-	201	upstream	201	LOC643201
chr5	175792434	175792553	120	*	X11009	285598	175792502	175800503	8002	+	0	overlapStart	0	ARL10
chr5	176056242	176056541	300	*	X11016	100422962	176056440	176056501	62	-	0	includeFeature	0	MIR4281
chr5	176056242	176056541	300	*	X11016	253314	176057683	176073642	15960	+	1141	upstream	1141	EIF4E1B
chr5	176236377	176236511	135	*	X11018	90249	176237560	176307899	70340	+	1048	upstream	1048	UNC5A
chr5	176925293	176925457	165	*	X11024	9260	176910395	176924602	14208	-	690	upstream	690	PDLIM7
chr5	176925713	176925832	120	*	X11025	9260	176910395	176924602	14208	-	1110	upstream	1110	PDLIM7
chr5	177434124	177434362	239	*	X11028	653316	177433967	177476088	42122	+	0	inside	156	FAM153CP
chr5	178423037	178423096	60	*	X11032	2916	178405330	178422124	16795	-	912	upstream	912	GRM6
chr5	178423577	178423671	95	*	X11033	2916	178405330	178422124	16795	-	1452	upstream	1452	GRM6
chr5	178772666	178772765	100	*	X11035	9509	178537852	178772431	234580	-	234	upstream	234	ADAMTS2
chr5	178773035	178773214	180	*	X11036	9509	178537852	178772431	234580	-	603	upstream	603	ADAMTS2
chr5	179780970	179781104	135	*	X11040	9945	179727700	179780315	52616	-	654	upstream	654	GFPT2
chr5	180076206	180076325	120	*	X11043	2324	180028506	180076624	48119	-	0	inside	298	FLT4
chr5	180076696	180076743	48	*	X11044	2324	180028506	180076624	48119	-	71	upstream	71	FLT4
chr5	180077196	180077375	180	*	X11045	2324	180028506	180076624	48119	-	571	upstream	571	FLT4
chr5	180077466	180077570	105	*	X11046	2324	180028506	180076624	48119	-	841	upstream	841	FLT4
chr5	180077826	180077930	105	*	X11047	2324	180028506	180076624	48119	-	1201	upstream	1201	FLT4
chr5	180256814	180256903	90	*	X11049	729678	180257957	180262726	4770	+	1053	upstream	1053	LINC00847
chr5	180257893	180258012	120	*	X11050	729678	180257957	180262726	4770	+	0	overlapStart	0	LINC00847
chr5	180632274	180632378	105	*	X11060	81786	180620924	180632177	11254	-	96	upstream	96	TRIM7
chr5	180632679	180632783	105	*	X11061	81786	180620924	180632177	11254	-	501	upstream	501	TRIM7
chr6	1312264	1312269	6	*	X11067	94234	1312675	1314993	2319	+	405	upstream	405	FOXQ1
chr6	1388175	1388201	27	*	X11076	2295	1390069	1395832	5764	+	1867	upstream	1867	FOXF2
chr6	1388997	1389101	105	*	X11077	2295	1390069	1395832	5764	+	967	upstream	967	FOXF2
chr6	1609227	1609227	1	*	X11084	2296	1610681	1614129	3449	+	1453	upstream	1453	FOXC1
chr6	1609325	1609331	7	*	X11085	2296	1610681	1614129	3449	+	1349	upstream	1349	FOXC1
chr6	1609617	1609781	165	*	X11086	2296	1610681	1614129	3449	+	899	upstream	899	FOXC1
chr6	1609857	1609863	7	*	X11087	2296	1610681	1614129	3449	+	817	upstream	817	FOXC1
chr6	1609988	1610021	34	*	X11088	2296	1610681	1614129	3449	+	659	upstream	659	FOXC1
chr6	1610175	1610264	90	*	X11089	2296	1610681	1614129	3449	+	416	upstream	416	FOXC1
chr6	3228804	3228955	152	*	X11093	347733	3224495	3227968	3474	-	835	upstream	835	TUBB2B
chr6	3229269	3229403	135	*	X11094	347733	3224495	3227968	3474	-	1300	upstream	1300	TUBB2B
chr6	3229659	3229778	120	*	X11095	347733	3224495	3227968	3474	-	1690	upstream	1690	TUBB2B
chr6	3457644	3457733	90	*	X11099	63027	3269207	3456793	187587	-	850	upstream	850	SLC22A23
chr6	3457959	3458093	135	*	X11100	63027	3269207	3456793	187587	-	1165	upstream	1165	SLC22A23
chr6	3458608	3458695	88	*	X11101	63027	3269207	3456793	187587	-	1814	upstream	1814	SLC22A23
chr6	3752798	3753046	249	*	X11102	221749	3722836	3752246	29411	-	551	upstream	551	PXDC1
chr6	6321032	6321166	135	*	X11118	2162	6144311	6320924	176614	-	107	upstream	107	F13A1
chr6	7106824	7106834	11	*	X11120	6239	7107830	7252213	144384	+	995	upstream	995	RREB1
chr6	7726195	7726299	105	*	X11122	654	7727011	7881961	154951	+	711	upstream	711	BMP6
chr6	10410405	10410569	165	*	X11128	100130275	10412551	10416402	3852	+	1981	upstream	1981	TFAP2A-AS1
chr6	10411207	10411229	23	*	X11129	100130275	10412551	10416402	3852	+	1321	upstream	1321	TFAP2A-AS1
chr6	10411590	10411874	285	*	X11130	100130275	10412551	10416402	3852	+	676	upstream	676	TFAP2A-AS1
chr6	11044179	11044298	120	*	X11139	100506409	11043991	11079377	35387	+	0	inside	187	ELOVL2-AS1
chr6	11044501	11044547	47	*	X11140	54898	10980993	11044624	63632	-	0	inside	76	ELOVL2
chr6	11045064	11045198	135	*	X11141	54898	10980993	11044624	63632	-	439	upstream	439	ELOVL2
chr6	13488516	13488650	135	*	X11149	54438	13363587	13487869	124283	-	646	upstream	646	GFOD1
chr6	16237338	16237472	135	*	X11153	2766	16238811	16295780	56970	+	1338	upstream	1338	GMPR
chr6	16239044	16239148	105	*	X11154	2766	16238811	16295780	56970	+	0	inside	232	GMPR
chr6	17281123	17281392	270	*	X11156	221662	17281809	17294099	12291	+	416	upstream	416	RBM24
chr6	24494881	24494985	105	*	X11163	7915	24495197	24537435	42239	+	211	upstream	211	ALDH5A1
chr6	35744622	35744801	180	*	X11268	389383	35744392	35747329	2938	+	0	inside	229	CLPSL2
chr6	36807349	36807582	234	*	X11274	57699	36708555	36807220	98666	-	128	upstream	128	CPNE5
chr6	36807827	36807948	122	*	X11275	57699	36708555	36807220	98666	-	606	upstream	606	CPNE5
chr6	36808219	36808338	120	*	X11276	57699	36708555	36807220	98666	-	998	upstream	998	CPNE5
chr6	37665641	37665757	117	*	X11283	266727	37600284	37665766	65483	-	0	inside	8	MDGA1
chr6	37666897	37666972	76	*	X11284	266727	37600284	37665766	65483	-	1130	upstream	1130	MDGA1
chr6	37667003	37667107	105	*	X11285	266727	37600284	37665766	65483	-	1236	upstream	1236	MDGA1
chr6	37667618	37667707	90	*	X11286	266727	37600284	37665766	65483	-	1851	upstream	1851	MDGA1
chr6	38682307	38682396	90	*	X11292	1769	38683117	38998574	315458	+	720	upstream	720	DNAH8
chr6	40555019	40555078	60	*	X11299	57497	40359373	40555126	195754	-	0	inside	47	LRFN2
chr6	40555285	40555389	105	*	X11300	57497	40359373	40555126	195754	-	158	upstream	158	LRFN2
chr6	40556792	40556934	143	*	X11301	57497	40359373	40555126	195754	-	1665	upstream	1665	LRFN2
chr6	41513089	41513208	120	*	X11355	116113	41514164	41570122	55959	+	955	upstream	955	FOXP4
chr6	41513222	41513311	90	*	X11356	116113	41514164	41570122	55959	+	852	upstream	852	FOXP4
chr6	41604534	41604668	135	*	X11362	4188	41606195	41621982	15788	+	1526	upstream	1526	MDFI
chr6	41605173	41605307	135	*	X11363	4188	41606195	41621982	15788	+	887	upstream	887	MDFI
chr6	41605353	41605487	135	*	X11364	4188	41606195	41621982	15788	+	707	upstream	707	MDFI
chr6	41606094	41606150	57	*	X11365	4188	41606195	41621982	15788	+	44	upstream	44	MDFI
chr6	43423523	43423702	180	*	X11382	65989	43418090	43423786	5697	-	0	inside	83	DLK2
chr6	43423778	43423897	120	*	X11383	65989	43418090	43423786	5697	-	0	overlapStart	0	DLK2
chr6	43424378	43424482	105	*	X11384	65989	43418090	43423786	5697	-	591	upstream	591	DLK2
chr6	44238091	44238189	99	*	X11389	441151	44238480	44275966	37487	+	290	upstream	290	TMEM151B
chr6	49517457	49517467	11	*	X11405	135398	49518113	49519808	1696	+	645	upstream	645	C6orf141
chr6	49517727	49517861	135	*	X11406	135398	49518113	49519808	1696	+	251	upstream	251	C6orf141
chr6	50679436	50679540	105	*	X11414	83741	50681257	50740746	59490	+	1716	upstream	1716	TFAP2D
chr6	50680081	50680297	217	*	X11415	83741	50681257	50740746	59490	+	959	upstream	959	TFAP2D
chr6	53411888	53412007	120	*	X11432	2729	53362140	53409927	47788	-	1960	upstream	1960	GCLC
chr6	55037603	55037722	120	*	X11433	3062	55039071	55147418	108348	+	1348	upstream	1348	HCRTR2
chr6	55038870	55038974	105	*	X11434	3062	55039071	55147418	108348	+	96	upstream	96	HCRTR2
chr6	69344178	69344297	120	*	X11438	577	69345632	70099403	753772	+	1334	upstream	1334	ADGRB3
chr6	71666794	71666838	45	*	X11443	135152	71571069	71666788	95720	-	5	upstream	5	B3GAT2
chr6	71667363	71667512	150	*	X11444	135152	71571069	71666788	95720	-	574	upstream	574	B3GAT2
chr6	71668060	71668164	105	*	X11445	135152	71571069	71666788	95720	-	1271	upstream	1271	B3GAT2
chr6	73330286	73330396	111	*	X11447	56479	73331571	73908573	577003	+	1174	upstream	1174	KCNQ5
chr6	75916052	75916080	29	*	X11450	1303	75794042	75915623	121582	-	428	upstream	428	COL12A1
chr6	78174016	78174225	210	*	X11454	3351	78171948	78173120	1173	-	895	upstream	895	HTR1B
chr6	84743646	84743825	180	*	X11465	112609	84743420	84800605	57186	+	0	inside	225	MRAP2
chr6	85473811	85473844	34	*	X11466	9096	85397079	85473954	76876	-	0	inside	109	TBX18
chr6	86159274	86159348	75	*	X11469	4907	86159302	86205509	46208	+	0	overlapStart	0	NT5E
chr6	88877358	88877477	120	*	X11472	1268	88849585	88875767	26183	-	1590	upstream	1590	CNR1
chr6	89827912	89828122	211	*	X11474	135295	89805678	89827800	22123	-	111	upstream	111	SRSF12
chr6	89853796	89853808	13	*	X11475	135293	89855769	89875288	19520	+	1960	upstream	1960	PM20D2
chr6	89853898	89853915	18	*	X11476	135293	89855769	89875288	19520	+	1853	upstream	1853	PM20D2
chr6	90122140	90122469	330	*	X11479	58528	90074335	90121995	47661	-	144	upstream	144	RRAGD
chr6	90123748	90123864	117	*	X11480	58528	90074335	90121995	47661	-	1752	upstream	1752	RRAGD
chr6	100440707	100440826	120	*	X11499	728012	100441914	100524295	82382	+	1087	upstream	1087	MCHR2-AS1
chr6	100441502	100441606	105	*	X11500	728012	100441914	100524295	82382	+	307	upstream	307	MCHR2-AS1
chr6	100443932	100444036	105	*	X11501	84539	100367786	100442114	74329	-	1817	upstream	1817	MCHR2
chr6	105584161	105584265	105	*	X11513	154442	105585562	105617819	32258	+	1296	upstream	1296	BVES-AS1
chr6	106533734	106533808	75	*	X11517	639	106534195	106557814	23620	+	386	upstream	386	PRDM1
chr6	106957670	106957726	57	*	X11519	202	106959305	107018334	59030	+	1578	upstream	1578	CRYBG1
chr6	110300171	110300320	150	*	X11538	2830	110300298	110301924	1627	+	0	overlapStart	0	GPR6
chr6	112575846	112575849	4	*	X11540	3910	112429134	112575917	146784	-	0	inside	67	LAMA4
chr6	114176669	114176803	135	*	X11541	4082	114178527	114184652	6126	+	1723	upstream	1723	MARCKS
chr6	117584627	117584746	120	*	X11545	245806	117586721	117594728	8008	+	1974	upstream	1974	VGLL2
chr6	117586532	117586548	17	*	X11546	245806	117586721	117594728	8008	+	172	upstream	172	VGLL2
chr6	119671539	119671688	150	*	X11551	4121	119498366	119670931	172566	-	607	upstream	607	MAN1A1
chr6	127439261	127439485	225	*	X11558	84870	127440048	127518910	78863	+	562	upstream	562	RSPO3
chr6	132723170	132723289	120	*	X11561	26002	132617194	132722664	105471	-	505	upstream	505	MOXD1
chr6	137242376	137242480	105	*	X11570	340146	137243402	137246776	3375	+	921	upstream	921	SLC35D3
chr6	137243066	137243138	73	*	X11571	340146	137243402	137246776	3375	+	263	upstream	263	SLC35D3
chr6	137815186	137815320	135	*	X11576	167826	137813336	137815531	2196	-	0	inside	210	OLIG3
chr6	137816041	137816145	105	*	X11577	167826	137813336	137815531	2196	-	509	upstream	509	OLIG3
chr6	137816769	137816790	22	*	X11578	167826	137813336	137815531	2196	-	1237	upstream	1237	OLIG3
chr6	138482046	138482150	105	*	X11583	57221	138483053	138665800	182748	+	902	upstream	902	ARFGEF3
chr6	142622023	142622112	90	*	X11585	57211	142623056	142767403	144348	+	943	upstream	943	ADGRG6
chr6	144330713	144330847	135	*	X11594	57061	144324034	144329867	5834	-	845	upstream	845	HYMAI
chr6	144471886	144472005	120	*	X11595	8676	144471654	144513076	41423	+	0	inside	231	STX11
chr6	147827958	147828062	105	*	X11600	389432	147829828	147891157	61330	+	1765	upstream	1765	SAMD5
chr6	147828988	147829067	80	*	X11601	389432	147829828	147891157	61330	+	760	upstream	760	SAMD5
chr6	147829143	147829202	60	*	X11602	389432	147829828	147891157	61330	+	625	upstream	625	SAMD5
chr6	150283897	150283934	38	*	X11614	80329	150285143	150294846	9704	+	1208	upstream	1208	ULBP1
chr6	150326037	150326063	27	*	X11625	646024	150319155	150326280	7126	-	0	inside	216	RAET1K
chr6	150328041	150328160	120	*	X11626	646024	150319155	150326280	7126	-	1760	upstream	1760	RAET1K
chr6	150463697	150463801	105	*	X11636	81706	150464188	150571528	107341	+	386	upstream	386	PPP1R14C
chr6	150463847	150463932	86	*	X11637	81706	150464188	150571528	107341	+	255	upstream	255	PPP1R14C
chr6	150920941	150921001	61	*	X11639	57480	150920999	151164799	243801	+	0	overlapStart	0	PLEKHG1
chr6	160768413	160768517	105	*	X11655	6581	160769405	160873611	104207	+	887	upstream	887	SLC22A3
chr6	166075270	166075374	105	*	X11661	10846	165740776	166075588	334813	-	0	inside	213	PDE10A
chr6	166077250	166077354	105	*	X11662	10846	165740776	166075588	334813	-	1661	upstream	1661	PDE10A
chr6	166399233	166399382	150	*	X11669	441177	166401039	166403103	2065	+	1656	upstream	1656	LINC00602
chr6	166399488	166399607	120	*	X11670	441177	166401039	166403103	2065	+	1431	upstream	1431	LINC00602
chr6	166399806	166399985	180	*	X11671	441177	166401039	166403103	2065	+	1053	upstream	1053	LINC00602
chr6	166400151	166400360	210	*	X11672	441177	166401039	166403103	2065	+	678	upstream	678	LINC00602
chr6	168841760	168841984	225	*	X11679	64094	168841831	169068674	226844	+	0	overlapStart	0	SMOC2
chr6	170600670	170600885	216	*	X11687	28514	170591294	170599697	8404	-	972	upstream	972	DLL1
chr6	170601388	170601537	150	*	X11688	28514	170591294	170599697	8404	-	1690	upstream	1690	DLL1
chr7	330289	330363	75	*	X11693	100288524	330136	331454	1319	+	0	inside	152	FOXL3-OT1
chr7	560019	560093	75	*	X11697	441307	560028	564869	4842	+	0	overlapStart	0	HRAT92
chr7	560019	560093	75	*	X11697	5154	536897	559481	22585	-	537	upstream	537	PDGFA
chr7	560552	560716	165	*	X11698	5154	536897	559481	22585	-	1070	upstream	1070	PDGFA
chr7	561459	561578	120	*	X11699	5154	536897	559481	22585	-	1977	upstream	1977	PDGFA
chr7	1271576	1271729	154	*	X11712	340260	1272654	1276613	3960	+	924	upstream	924	UNCX
chr7	1272299	1272355	57	*	X11713	340260	1272654	1276613	3960	+	298	upstream	298	UNCX
chr7	3340031	3340270	240	*	X11756	221935	3341080	4308631	967552	+	809	upstream	809	SDK1
chr7	4998498	4998602	105	*	X11767	221938	4931876	4998844	66969	-	0	inside	241	MMD2
chr7	5631486	5631694	209	*	X11781	6624	5632436	5646287	13852	+	741	upstream	741	FSCN1
chr7	5632190	5632212	23	*	X11782	6624	5632436	5646287	13852	+	223	upstream	223	FSCN1
chr7	8473761	8473850	90	*	X11789	30010	8473585	8792593	319009	+	0	inside	175	NXPH1
chr7	15726929	15727063	135	*	X11799	4223	15650837	15726308	75472	-	620	upstream	620	MEOX2
chr7	18126277	18126308	32	*	X11800	9734	18126572	19036992	910421	+	263	upstream	263	HDAC9
chr7	19157101	19157205	105	*	X11804	7291	19155091	19157295	2205	-	0	inside	89	TWIST1
chr7	19157321	19157530	210	*	X11805	7291	19155091	19157295	2205	-	25	upstream	25	TWIST1
chr7	19157731	19157850	120	*	X11806	7291	19155091	19157295	2205	-	435	upstream	435	TWIST1
chr7	19158116	19158325	210	*	X11807	7291	19155091	19157295	2205	-	820	upstream	820	TWIST1
chr7	24323177	24323296	120	*	X11822	4852	24323807	24331484	7678	+	510	upstream	510	NPY
chr7	24323612	24323716	105	*	X11823	4852	24323807	24331484	7678	+	90	upstream	90	NPY
chr7	24798278	24798382	105	*	X11826	1687	24737974	24797639	59666	-	638	upstream	638	GSDME
chr7	25020596	25020700	105	*	X11827	26031	24836164	25019760	183597	-	835	upstream	835	OSBPL3
chr7	27135302	27135421	120	*	X11834	100506311	27135713	27139877	4165	+	291	upstream	291	HOTAIRM1
chr7	27135302	27135421	120	*	X11834	3198	27132614	27135625	3012	-	0	inside	203	HOXA1
chr7	27135617	27135736	120	*	X11835	100506311	27135713	27139877	4165	+	0	overlapStart	0	HOTAIRM1
chr7	27135617	27135736	120	*	X11835	3198	27132614	27135625	3012	-	0	overlapStart	0	HOXA1
chr7	27170340	27170470	131	*	X11841	3201	27168126	27170399	2274	-	0	overlapStart	0	HOXA4
chr7	27184234	27184353	120	*	X11842	3202	27180671	27183287	2617	-	946	upstream	946	HOXA5
chr7	27187545	27187562	18	*	X11844	3203	27185202	27187393	2192	-	151	upstream	151	HOXA6
chr7	27187695	27187769	75	*	X11845	3203	27185202	27187393	2192	-	301	upstream	301	HOXA6
chr7	27209262	27209318	57	*	X11848	442920	27209099	27209182	84	-	79	upstream	79	MIR196B
chr7	27209544	27209629	86	*	X11849	442920	27209099	27209182	84	-	361	upstream	361	MIR196B
chr7	27219729	27219968	240	*	X11852	100534589	27202057	27219880	17824	-	0	overlapStart	0	HOXA10-HOXA9
chr7	27219729	27219968	240	*	X11852	3206	27210210	27219880	9671	-	0	overlapStart	0	HOXA10
chr7	27220669	27220788	120	*	X11853	100534589	27202057	27219880	17824	-	788	upstream	788	HOXA10-HOXA9
chr7	27220669	27220788	120	*	X11853	3206	27210210	27219880	9671	-	788	upstream	788	HOXA10
chr7	27224882	27224971	90	*	X11855	221883	27225027	27228912	3886	+	55	upstream	55	HOXA11-AS
chr7	27224882	27224971	90	*	X11855	3207	27220776	27224842	4067	-	39	upstream	39	HOXA11
chr7	27238489	27238608	120	*	X11856	100316868	27240040	27246130	6091	+	1431	upstream	1431	HOTTIP
chr7	28998405	28998509	105	*	X11870	9865	28992974	28998029	5056	-	375	upstream	375	TRIL
chr7	29845545	29845664	120	*	X11875	644150	29846170	29956682	110513	+	505	upstream	505	WIPF3
chr7	31091375	31091524	150	*	X11880	117	31092076	31151093	59018	+	551	upstream	551	ADCYAP1R1
chr7	32338053	32338187	135	*	X11888	5137	31792632	32338383	545752	-	0	inside	195	PDE1C
chr7	33943275	33943394	120	*	X11897	168667	33944523	34195484	250962	+	1128	upstream	1128	BMPER
chr7	33944732	33944751	20	*	X11898	168667	33944523	34195484	250962	+	0	inside	208	BMPER
chr7	35225780	35226094	315	*	X11900	554236	35120899	35225774	104876	-	5	upstream	5	DPY19L2P1
chr7	37956426	37956560	135	*	X11904	6424	37945535	37956525	10991	-	0	overlapStart	0	SFRP4
chr7	37960041	37960175	135	*	X11905	54749	37960163	37991542	31380	+	0	overlapStart	0	EPDR1
chr7	38671191	38671295	105	*	X11906	273	38423297	38671167	247871	-	23	upstream	23	AMPH
chr7	38672230	38672243	14	*	X11907	273	38423297	38671167	247871	-	1062	upstream	1062	AMPH
chr7	43152069	43152219	151	*	X11911	23072	43152198	43602938	450741	+	0	overlapStart	0	HECW1
chr7	44365304	44365310	7	*	X11917	816	44256749	44365230	108482	-	73	upstream	73	CAMK2B
chr7	44365333	44365497	165	*	X11918	816	44256749	44365230	108482	-	102	upstream	102	CAMK2B
chr7	44365783	44365902	120	*	X11919	816	44256749	44365230	108482	-	552	upstream	552	CAMK2B
chr7	45197384	45197390	7	*	X11922	10268	45197367	45223850	26484	+	0	inside	16	RAMP3
chr7	45613332	45613421	90	*	X11924	107	45613739	45762714	148976	+	317	upstream	317	ADCY1
chr7	45927096	45927215	120	*	X11929	3484	45927959	45933267	5309	+	743	upstream	743	IGFBP1
chr7	45960960	45961140	181	*	X11930	3486	45951844	45960871	9028	-	88	upstream	88	IGFBP3
chr7	45962212	45962301	90	*	X11931	3486	45951844	45960871	9028	-	1340	upstream	1340	IGFBP3
chr7	54609585	54609719	135	*	X11940	222008	54610019	54636948	26930	+	299	upstream	299	VSTM2A
chr7	55086582	55086716	135	*	X11947	1956	55086725	55275031	188307	+	8	upstream	8	EGFR
chr7	73185848	73185896	49	*	X11978	1365	73183327	73184600	1274	-	1247	upstream	1247	CLDN3
chr7	77045406	77045472	67	*	X11983	54103	76940068	77045717	105650	-	0	inside	244	GSAP
chr7	79084175	79084204	30	*	X11984	9863	77646374	79082890	1436517	-	1284	upstream	1284	MAGI2
chr7	87257650	87257653	4	*	X11991	154661	87257729	87461613	203885	+	75	upstream	75	RUNDC3B
chr7	87936013	87936042	30	*	X11992	79689	87905744	87936228	30485	-	0	inside	185	STEAP4
chr7	89748357	89748548	192	*	X11993	442523	89748714	89754914	6201	+	165	upstream	165	DPY19L2P4
chr7	89748731	89748731	1	*	X11994	442523	89748714	89754914	6201	+	0	inside	16	DPY19L2P4
chr7	89873757	89873809	53	*	X11995	79846	89874488	89940377	65890	+	678	upstream	678	CFAP69
chr7	92220816	92220878	63	*	X12001	257415	92190072	92219706	29635	-	1109	upstream	1109	FAM133B
chr7	92465506	92465669	164	*	X12002	1021	92234235	92465941	231707	-	0	inside	271	CDK6
chr7	92466345	92466356	12	*	X12003	1021	92234235	92465941	231707	-	403	upstream	403	CDK6
chr7	93205376	93205480	105	*	X12004	799	93053799	93204042	150244	-	1333	upstream	1333	CALCR
chr7	95226105	95226121	17	*	X12005	5166	95212809	95225925	13117	-	179	upstream	179	PDK4
chr7	95402065	95402184	120	*	X12006	1780	95401818	95727736	325919	+	0	inside	246	DYNC1I1
chr7	96633377	96633496	120	*	X12019	1750	96635290	96640352	5063	+	1793	upstream	1793	DLX6
chr7	96634940	96635029	90	*	X12020	1750	96635290	96640352	5063	+	260	upstream	260	DLX6
chr7	96643925	96643999	75	*	X12026	285987	96597827	96643377	45551	-	547	upstream	547	DLX6-AS1
chr7	96644330	96644374	45	*	X12027	285987	96597827	96643377	45551	-	952	upstream	952	DLX6-AS1
chr7	98467686	98467768	83	*	X12036	222865	98444111	98467673	23563	-	12	upstream	12	TMEM130
chr7	98467789	98467998	210	*	X12037	222865	98444111	98467673	23563	-	115	upstream	115	TMEM130
chr7	100025414	100025533	120	*	X12038	56257	100026413	100031749	5337	+	879	upstream	879	MEPCE
chr7	100202591	100202848	258	*	X12039	100129845	100187024	100201661	14638	-	929	upstream	929	PCOLCE-AS1
chr7	100203423	100203436	14	*	X12040	100129845	100187024	100201661	14638	-	1761	upstream	1761	PCOLCE-AS1
chr7	100253772	100253876	105	*	X12042	51412	100240726	100254084	13359	-	0	inside	207	ACTL6B
chr7	100254887	100254997	111	*	X12043	51412	100240726	100254084	13359	-	802	upstream	802	ACTL6B
chr7	100318095	100318334	240	*	X12044	2056	100318423	100321323	2901	+	88	upstream	88	EPO
chr7	100318545	100318679	135	*	X12045	2056	100318423	100321323	2901	+	0	inside	121	EPO
chr7	100494329	100494448	120	*	X12051	43	100487615	100494539	6925	-	0	inside	90	ACHE
chr7	100808676	100808787	112	*	X12052	7425	100805790	100808852	3063	-	0	inside	64	VGF
chr7	100809321	100809440	120	*	X12053	7425	100805790	100808852	3063	-	468	upstream	468	VGF
chr7	100822806	100823300	495	*	X12062	375607	100813774	100823557	9784	-	0	inside	256	NAT16
chr7	100823759	100823863	105	*	X12063	375607	100813774	100823557	9784	-	201	upstream	201	NAT16
chr7	102920730	102921089	360	*	X12064	349152	102815462	102920913	105452	-	0	overlapStart	0	DPY19L2P2
chr7	103086461	103086518	58	*	X12065	375611	102993177	103086624	93448	-	0	inside	105	SLC26A5
chr7	103086687	103086728	42	*	X12066	375611	102993177	103086624	93448	-	62	upstream	62	SLC26A5
chr7	103630571	103630705	135	*	X12067	5649	103112231	103629963	517733	-	607	upstream	607	RELN
chr7	103631096	103631200	105	*	X12068	5649	103112231	103629963	517733	-	1132	upstream	1132	RELN
chr7	103968836	103969105	270	*	X12070	375612	103969104	104549003	579900	+	0	overlapStart	0	LHFPL3
chr7	103969136	103969136	1	*	X12071	375612	103969104	104549003	579900	+	0	inside	31	LHFPL3
chr7	107302827	107302931	105	*	X12074	286002	107296961	107302243	5283	-	583	upstream	583	SLC26A4-AS1
chr7	108096723	108096734	12	*	X12078	4897	107788071	108096841	308771	-	0	inside	106	NRCAM
chr7	108097803	108097937	135	*	X12079	4897	107788071	108096841	308771	-	961	upstream	961	NRCAM
chr7	113726112	113726216	105	*	X12084	93986	113726365	114333827	607463	+	148	upstream	148	FOXP2
chr7	113726382	113726561	180	*	X12085	93986	113726365	114333827	607463	+	0	inside	16	FOXP2
chr7	114562080	114562157	78	*	X12088	29969	114562209	114659970	97762	+	51	upstream	51	MDFIC
chr7	116312441	116312459	19	*	X12095	4233	116312459	116438440	125982	+	0	overlapStart	0	MET
chr7	116964699	116964893	195	*	X12097	7472	116916686	116963343	46658	-	1355	upstream	1355	WNT2
chr7	117119827	117120081	255	*	X12098	1080	117120017	117308718	188702	+	0	overlapStart	0	CFTR
chr7	121945583	121945657	75	*	X12099	389549	121941448	121944565	3118	-	1017	upstream	1017	FEZF1
chr7	123674186	123674350	165	*	X12100	730130	123670970	123673523	2554	-	662	upstream	662	TMEM229A
chr7	127032989	127033056	68	*	X12105	168850	127010354	127032767	22414	-	221	upstream	221	ZNF800
chr7	127033117	127033236	120	*	X12106	168850	127010354	127032767	22414	-	349	upstream	349	ZNF800
